,datePublished,user,text_header,verified,text_content,Aircraft,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Inflight Entertainment,Ground Service,Wifi & Connectivity,Value For Money,Recommended
116,18th March 2023,Talib Wakeel,"""Customer care unresponsive and rude""",Not Verified ," SpiceJet pathetic. Pathetic. Pathetic. Pathetic. My flight was scheduled @22:15 on 18th Mar 2023, I reached airport by 7:30 PM to avoid last minute hassle. The flight was rescheduled @01:05 AM 19th March, again rescheduled @02:05 AM, again rescheduled @03:10 AM. I am writing this review on the same travel day and I am still waiting for boarding to start. What passengers have to go through only they can understand. When you have flight late evening you try to reach airport early and spend entire night at the airport. Customer care at the airport was unresponsive and rude. Twice I have travelled with SpiceJet and both the times similar experience.",NA,Solo Leisure,Economy Class,Chennai to Delhi,March 2023,1,1,NA,NA,1,NA,1,no
117,9th March 2023,Mohit Kumar,"""Worst airline in India""",✅ Trip Verified ," Worst airline in India, they will cancel your ticket any time and offer you a full refund before 2 days of departure date. After that if you check for a new flight to book you will need to pay 3 times more than you got as a refund amount.",NA,Family Leisure,Premium Economy,Rajkot to New Delhi,March 2023,1,1,NA,NA,1,NA,1,no
118,13th February 2023,Umaimah Shamsi,"""Horrible flight services""",Not Verified ,"  Horrible flight services. The flight was initially at 7:30 pm, it being an international flight everyone was here by 4pm to avoid the any discrepancies, only to the find out the flight has been delayed to 8:30 and slowly to 9:40 then 10:40 then 11:10. With that the gate number changed for 44 to 76, travelling with aged people it is so difficult to change gates. When given a certain time for a flight going abroad, the airline is supposed to take care on everything the passengers have planned. Other than a bit of food compensation the SpiceJet staff has not been helpful what do ever. They aren’t even admitting their mistake and saying the flight is delayed they are telling all the passengers that the system is wrong we have the right information. This is horrible service by the airline and they should really improve on following schedules.",NA,Family Leisure,Economy Class,Mumbai to Jeddah,February 2023,NA,NA,NA,NA,1,NA,1,no
119,12th February 2023,P Serhim,"""Flight time was changed 3 times""",✅ Trip Verified ,"  Flight time was changed 3 times and the last change was announced the night before our early morning flight from rajkot to Delhi. Originally leaving rajkot at 8:25am, changed to 9:30am, then at the airport was delayed 2 hours. Because of this change, we missed our connecting flight from Delhi to Dharamshala. The staff at the airport just shrug, zero sympathy. They told us the next flight we can get on from Delhi to Dharamshala is 2 days later while waiting for the next flight. No refund if we decided not to take the Delhi to Dharamshala flight. Nightmare!",NA,Solo Leisure,Economy Class,Delhi to Rajkot,February 2023,1,1,1,1,1,1,1,no
120,10th February 2023,Ekta Gupta,"""I haven't come across a worse service""",Not Verified ,"  I haven't come across a worse service than the one offered by SpiceJet. SpiceJet really needs to start managing its check-in counters better. The staff at the airport just shrugged, showing zero sympathy. I entered the terminal 2 airport 1 hour 45 minutes prior, but the check-in counter was closed. I didn't even get to board my flight, and there was no information shared with me at all about online check-in. Besides all the promo mail, there wasn't any mail about online check-in. Instead, they let me all the way through to the gate and told me on the last moment that I was supposed to check-in, and the website was also not clear in that (I checked). The check-in counter was closed, and they didn't do anything for me other than tell me that I should have known somehow. Also, the flight was delayed for no reason. The flight departure time was 7:20 PM, but it was delayed by 26 minutes. No partial refund; no later flight instead; nothing. only telling me that I should have known somehow what the procedure is and pointing to the terms and conditions part on my e-ticket, which by the way says nothing about checking in. Be aware of this. No spicejet for me anymore.",NA,Solo Leisure,Economy Class,NA,January 2023,NA,NA,NA,NA,1,NA,1,no
121,2nd February 2023,Ashish Varun,"""the service was what was expected""",✅ Trip Verified ," I had booked this flight a month before flying as it came at a very cheap and reasonable rate. The web check in for the flight was fine and I had opted for the auto seat selection without getting charged a fare for seat selection. So the boarding pass was given to me 12 hours before departure. The check in and baggage drop was smooth. The boarding started a bit late but we made up for that en route. Noted that I was flying on a 737 Max 8 type aircraft which had much bigger overhead storage bins and the seat pitch on board was on the generous side which was appreciated. Also the plane was much quieter. However when boarding, most of the flying attendants were busy working in the galleys and were not wishing the passengers which was rather unusual. Also it was observed that in the back of my seat pocket, the safety card was not present which was not good at all as this document is very necessary. The safety instructions and general service also seemed to be rushed on board the cabin. It felt as though the staff just wanted to get things through. Perhaps these factors along with the lack of staff friendliness highlight the issues that the airline is going through at the moment. It is to be noted that there is an onboard wifi named SpiceScreen which one can connect to their mobile devices free of charge. It had a decent selection of movies / podcasts / magazines which was much appreciated. The flight landed on time and baggage collection was done appropriately. On the whole, for the cheap fare that was paid, the service was what was expected and it's true that even though the airline is going through challenges, there are definitely aspects that should be taken care of.",Boeing 737 Max 8,Solo Leisure,Economy Class,Bengaluru to Kolkata,February 2023,3,2,NA,3,3,3,4,yes
122,26th January 2023,T Portah,"""Flight time was changed 3 times""",✅ Trip Verified ,"  Flight time was changed 3 times and the last change was announced the night before our early morning flight from Jaipur to Dharamshala via Delhi. Originally leaving Jaipur at 6:25am, changed to 9:30am, then at the airport was delayed 2 hours. Because of this change, we missed our connecting flight from Delhi to Dharamshala. The staff at the airport just shrug, zero sympathy. They told us the next flight we can get on from Delhi to Dharamshala is 2 days later and we have to book our own airport hotel to stay 2 nights in Delhi while waiting for the next flight. No refund if we decided not to take the Delhi to Dharamshala flight. Nightmare!",DHC-8-400 Dash 8Q,Couple Leisure,Economy Class,Jaipur to Dharamshala via Delhi,January 2023,1,1,NA,NA,1,NA,1,no
123,20th January 2023,B Hasir,"""It was the worst check in""",✅ Trip Verified ,"  SpiceJet really needs to start managing it's check in counters better. No person available to guide passengers to empty counters, people moving from one counter to the other haphazardly in order to check-in faster. It was the worst check in have experienced. Please please please- don't make already exhausted people so angry that they snap at the staff on duty. The airline has value for money but does it mean we need to ignore all the other stupid mistakes that they make?",NA,Solo Leisure,Economy Class,New Delhi to Mumbai,January 2023,3,3,3,NA,2,NA,5,yes
124,11th January 2023,S Reddy,"""SpiceJet flights are always late""",✅ Trip Verified , SpiceJet flights are always late and passengers have to suffer to delays. Each time delay happens from Patna. The delay exceeds up to 8 Hrs. Very bad response from SpiceJet.,NA,Solo Leisure,Economy Class,Patna to Bengaluru,January 2023,2,2,2,1,1,1,1,no
125,8th January 2023,B Deasen,"""I didn't even get to my flight""",✅ Trip Verified ,"  I didn't even get to my flight. It was a transfer flight and there was no information shared with me at all about online check in or that I had to check out and check back in again on my transfer flight. They only sent me a whole lot of promo mails which besides that it's annoying makes it hard to find the actual important mails in your inbox. Besides the all the promo mail, there wasn't any mail about online check in or that I had to check out from my transfer and check back in. Instead they let me all the way through to the gate and told me on the last moment that I was supposed to check out and back in. And the website was also not clear in that (I checked). I took a sprint to the check out and went back in, but check in was closed and they didn't do anything for me other than telling me that I should have known somehow. No (partly refund), no later flight instead, nothing. Only telling me that I should have known somehow what the procedure is and pointing to the terms and conditions part on my e-ticket, which by the way says nothing about checking out and back in in a transfer flight. Be aware of this. No spice jet for me anymore.",NA,Solo Leisure,Economy Class,Bangkok to Delhi,January 2023,NA,NA,NA,NA,1,NA,1,no
